Cid	Smiles	Name	Formula	Term_List	TreeId
656733	C1C2=CC=C(CNC3=CC=[N+](CC4=CC=CC(=C4)C[N+]5=CC=C(N1)C6=CC=CC=C65)C7=CC=CC=C37)C=C2	6,10-diaza-3(1,3),8(1,4)dibenzena-1,5(1,4)diquinolinacyclodecaphane	C34H30N4+2	['Potassium Channel Blockers']	[' ']
23663539	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-].[Na+]	Pentachlorophenol	C6Cl5NaO	['Uncoupling Agents', 'Poisons', 'Insecticides', 'Herbicides', 'Enzyme Inhibitors']	[' ']
20841696	CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.CC[N+](=C1C=CC2=NC3=C(C=C(C(=C3)C)N)OC2=C1)CC.Cl[Zn-2](Cl)(Cl)Cl	Brilliant Cresyl Blue	C34H40Cl4N6O2Zn	['Coloring Agents']	[' ']
9933195	C1=CC2=C(C=C1S(=O)(=O)O)C(=O)C(=C3C(=O)C4=C(N3)C=CC(=C4)S(=O)(=O)O)N2.[Na+]	brilliant blue	C16H10N2NaO8S2+	['Coloring Agents']	[' ']
76960473	CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3.CC1=C(C(=O)C(=C(C1=O)N2CC2)C(COC(=O)N)OC)N3CC3	Carbazilquinone	C30H38N6O10	['Antineoplastic Agents, Alkylating']	[' ']
40903	CN1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3	suriclone	C20H20ClN5O3S2	['Anti-Anxiety Agents']	[' ']
159813	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C	cauloside A	C35H56O8	['Topoisomerase I Inhibitors']	[' ']
66408	CC12CC(C3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O)OC	moxestrol	C21H26O3	['Estrogen Antagonists']	[' ']
102669	CCN(CC)CCC1(CCC(=O)NC1=O)C2=CC=CC=C2	phenglutarimide	C17H24N2O2	['Cholinergic Antagonists']	[' ']
5777	CN(CCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC)CCN(C)CCCOC(=O)C2=CC(=C(C(=C2)OC)OC)OC	Hexobendine	C30H44N2O10	['Vasodilator Agents']	[' ']
656607	CCC(C)C(C(CC(=O)N1CCCC1C(C(C)C(=O)NCCC2=CC=CC=C2)OC)OC)N(C)C(=O)C(C(C)C)NC(=O)C(C(C)C)N(C)C	soblidotin	C39H67N5O6	['Antineoplastic Agents']	[' ']
4927	CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C	Promethazine	C17H20N2S	['Anti-Allergic Agents', 'Histamine H1 Antagonists', 'Antipruritics']	[' ']
10093628	C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC(=C(C=C3)O)I	2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone	C19H20INO2	['Adrenergic alpha-Antagonists']	[' ']
53297392	CCC1(CC(C2=C(C1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7C=CC(=O)C(O7)C)O)N(C)C)O	aclacinomycins	C42H51NO15	['Antibiotics, Antineoplastic', 'Adjuvants, Immunologic']	[' ']
3171	C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O	Droxidopa	C9H11NO5	['Antiparkinson Agents']	[' ']
152639	CCC1(CC(C2=C(C1C(=O)OC)C=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)O)O)N(C)C)O	aclacinomycins	C36H45NO13	['Antibiotics, Antineoplastic', 'Adjuvants, Immunologic']	[' ']
5852	CC(C)(C(C(=O)O)N)S	Penicillamine	C5H11NO2S	['Antirheumatic Agents', 'Chelating Agents', 'Antidotes']	[' ']
188366	CCC=CCC1C(C=CC1=O)CCCCCCCC(=O)O	12-oxophytodienoic acid	C18H28O3	['Plant Growth Regulators']	[' ']
81695	C1=NC2=C(N1)C(=NC(=N2)N)N.OS(=O)(=O)O	2,6-diaminopurine	C5H8N6O4S	['Nucleic Acid Synthesis Inhibitors']	[' ']
2909	CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C	Cyclosporine	C62H111N11O12	['Calcineurin Inhibitors', 'Antirheumatic Agents', 'Immunosuppressive Agents', 'Enzyme Inhibitors', 'Dermatologic Agents', 'Antifungal Agents']	[' ']
5353473	CN1CC(C2=CC(=NNC(=O)N)C(=O)C=C21)O	carbazochrome	C10H12N4O3	['Hemostatics']	[' ']
2749	CC1=CC(=O)N(C(=C1)C2CCCCC2)O	ciclopirox	C12H17NO2	['Antifungal Agents']	[' ']
21121424	CC(C)N(C(C)C)C(=O)C1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)S(=O)(=O)O)C	17-(N,N-diisopropylcarbamoyl)estra-1,3,5(10)-triene-3-sulfonic acid	C25H37NO4S	['5-alpha Reductase Inhibitors']	[' ']
11974	C1=CC(=C(C=C1C(=N)N)Br)OCCCOC2=C(C=C(C=C2)C(=N)N)Br	dibrompropamidine	C17H18Br2N4O2	['Anti-Infective Agents, Local']	[' ']
119198	CC12CCN(C1N(C3=C2C=C(C=C3)O)C)C	eseroline	C13H18N2O	['Analgesics, Opioid']	[' ']
46873833	CC[NH+](CC)C(C)C(=O)C1=CC=CC=C1.[Cl-]	Diethylpropion	C13H20ClNO	['Appetite Depressants']	[' ']
5706757	CC1=CC=C(C=C1)S(=O)(=O)[O-].C[N+](C)(C)C1=CC=C(C=C1)C=CC=CC=CC2=CC=CC=C2	1-(4-(trimethylamino)phenyl)-6-phenylhexa-1,3,5-triene	C28H31NO3S	['Fluorescent Dyes']	[' ']
73417066	CN1CC(C2=CC(=NNC(=O)N)C(=O)C=C21)O.CN1CC(C2=CC(=NNC(=O)N)C(=O)C=C21)O	carbazochrome	C20H24N8O6	['Hemostatics']	[' ']
86745718	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CC=C3)C(=O)OC.C(=O)(C(=O)[O-])[O-]	carfentanil	C26H30N2O7-2	['Analgesics, Opioid']	[' ']
21913	CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C	Carbenoxolone	C34H50O7	['Anti-Ulcer Agents']	[' ']
2131	CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl	Ambenonium Chloride	C28H42Cl2N4O2+2	['Parasympathomimetics', 'Cholinesterase Inhibitors']	[' ']
6694	CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]	rhodamine B	C28H31ClN2O3	['Fluorescent Dyes']	[' ']
55185	CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O	Azithromycin	C38H72N2O12	['Anti-Bacterial Agents']	[' ']
54686764	CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl	Demeclocycline	C21H22Cl2N2O8	['Anti-Bacterial Agents']	[' ']
105066	CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC	vinpocetine	C22H26N2O2	['Nootropic Agents', 'Neuroprotective Agents', 'Vasodilator Agents', 'Phosphodiesterase Inhibitors']	[' ']
45375806	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	Sofosbuvir	C22H29FN3O9P	['Antiviral Agents']	[' ']
67505836	CC(C)C(C(=O)N1CC2(CC2)CC1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)C9C1CCC(C1)N9C(=O)C(C(C)C)NC(=O)OC)NC(=O)OC	ledipasvir	C49H54F2N8O6	['Antiviral Agents']	[' ']
12559	CCCCCCCCCCCCCCCCCC(=O)O.CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O	erythromycin stearate	C55H103NO15	['Gastrointestinal Agents', 'Anti-Bacterial Agents']	[' ']
51044	CC(C)(CC1=CNC2=CC=CC=C21)NCC(COC3=CC=CC=C3C#N)O.Cl	bucindolol	C22H26ClN3O2	['Adrenergic alpha-1 Receptor Antagonists', 'Vasodilator Agents', 'Sympathomimetics', 'Adrenergic beta-Antagonists']	[' ']
25694	CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I.CNCC(C(C(C(CO)O)O)O)O	Iothalamate Meglumine	C18H26I3N3O9	['Contrast Media']	[' ']
56959087	COCCOCCOCCOCCOCCOCCOCCOC1CCC2(C3CC4=C5C2(C1OC5=C(C=C4)O)CCN3CC=C)O	naloxegol	C34H53NO11	['Narcotic Antagonists']	[' ']
799	C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O	indoleglycerol phosphate	C11H14NO6P	['Indicators and Reagents']	[' ']
4339	CC(C)C(C(=O)NC(C)C(=O)NC(CC(=O)O)C=O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C	L 709049	C23H32N4O8	['Cysteine Proteinase Inhibitors']	[' ']
200103	C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl.[N+](=O)(O)[O-]	sertaconazole	C20H16Cl3N3O4S	['Antifungal Agents']	[' ']
4855	CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O	Piromidic Acid	C14H16N4O3	['Anti-Infective Agents, Urinary', 'Anti-Infective Agents']	[' ']
6442491	CCCCC(C)C(=O)OC1C(C(OC2(C1O)CC3CC(O2)CC=C(CC(C=CC=C4COC5C4(C(C=C(C5OC)C)C(=O)O3)O)C)C)C)C	milbemycin	C39H58O10	['Insecticides', 'Antinematodal Agents', 'Anthelmintics']	[' ']
101796	CC1=C(SC=[N+]1CC2=CN=C(NC2=O)C)CCO.Cl.[Cl-]	Oxythiamine	C12H17Cl2N3O2S	['Antimetabolites']	[' ']
3016	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3	Diazepam	C16H13ClN2O	['GABA Modulators', 'Anesthetics, Intravenous', 'Anti-Anxiety Agents', 'Muscle Relaxants, Central', 'Hypnotics and Sedatives', 'Antiemetics', 'Anticonvulsants', 'Adjuvants, Anesthesia']	[' ']
119569	CCCNC1CCC2=C(C1)SC(=N2)N.Cl.Cl	pramipexole	C10H19Cl2N3S	['Dopamine Agonists', 'Antiparkinson Agents', 'Antioxidants']	[' ']
444028	CC(=O)OC1C(C2C(CCC(C2(C3(C1(OC(CC3=O)(C)C=C)C)O)C)O)(C)C)OC(=O)CCN(C)C.Cl	Colforsin	C27H44ClNO8	['Vasodilator Agents', 'Cardiotonic Agents', 'Bronchodilator Agents', 'Adjuvants, Immunologic']	[' ']
64663	CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.O.OS(=O)(=O)O	Atropine	C34H50N2O11S	['Muscarinic Antagonists', 'Parasympatholytics', 'Mydriatics', 'Bronchodilator Agents', 'Anti-Arrhythmia Agents', 'Adjuvants, Anesthesia']	[' ']
42262	CCCN(CCC)C(=O)C(CC1=CC=C(C=C1)OCCN(CC)CC)NC(=O)C2=CC=CC=C2	tiropramide	C28H41N3O3	['Parasympatholytics']	[' ']
5362123	CCOC(=O)C(CCC1=CC=CC=C1)NC2CCC3=CC=CC=C3N(C2=O)CC(=O)O.Cl	benazepril	C24H29ClN2O5	['Antihypertensive Agents', 'Angiotensin-Converting Enzyme Inhibitors']	[' ']
5129	C1=CC(=CC=C1CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-]	4-nitrobenzylthioinosine	C17H17N5O6S	['Affinity Labels']	[' ']
5311167	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F	halobetasol	C22H27ClF2O4	['Vasoconstrictor Agents']	[' ']
131221	CCC(C)(C)C(=O)OC1CC(=CC2=CC(=O)C(C(C12)CCC3CC(CC(=O)O3)O)C)C	L 669262	C25H36O6	['Hydroxymethylglutaryl-CoA Reductase Inhibitors']	[' ']
170190	[OH-].[OH-].[OH-].[OH-].[OH-].[Mg+2].[Al+3]	aluminum hydroxide, magnesium hydroxide, drug combination	AlH5MgO5	['Antacids']	[' ']
119376	CN1C=C(C2=CC=CC=C21)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C	GR 113808	C19H27N3O4S	['Serotonin Antagonists']	[' ']
9231	C1=CC=C2C=CC=C2C=C1	azulene	C10H8	['Anti-Inflammatory Agents, Non-Steroidal']	[' ']
45357356	C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)[O-].C(C(CO)(CO)[NH3+])O	Ketorolac Tromethamine	C19H24N2O6	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
34875	CC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C.[Br-]	oxitropium	C19H26BrNO4	['Parasympatholytics']	[' ']
446155	CC(C)N1C2=CC=CC=C2C(=C1C=CC(CC(CC(=O)O)O)O)C3=CC=C(C=C3)F	fluvastatin	C24H26FNO4	['Hydroxymethylglutaryl-CoA Reductase Inhibitors', 'Anticholesteremic Agents']	[' ']
108065	COC1=C(C=C(C=C1O)C2C(CC3=C(O2)C(=C(C=C3O)O)C4C(C(OC5=CC(=CC(=C45)O)O)C6=CC=C(C=C6)O)O)O)O	proanthocyanidin	C31H28O12	['Antiprotozoal Agents', 'Antioxidants']	[' ']
54675785	CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O	Methacycline	C22H22N2O8	['Anti-Bacterial Agents']	[' ']
5359	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O	Suprofen	C14H12O3S	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
4070	C(CS)N=C(N)N	2-mercaptoethylguanidine	C3H9N3S	['Enzyme Inhibitors']	[' ']
16805	CCC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4OC(=O)CC)C)C	Androstenediol	C25H38O4	['Anabolic Agents']	[' ']
5328227	CN(C1=CC(=CC=C1)Br)C2=NC=NC3=CC(=C(C=C32)OC)OC	4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline	C17H16BrN3O2	['Intercalating Agents', 'Enzyme Inhibitors', 'Antineoplastic Agents']	[' ']
82151	CC(=O)C1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)C(=O)C)C.CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)OC	Bisecurin I	C45H58O4	['Contraceptives, Oral, Synthetic']	[' ']
3499	CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54	2-(1-(3-dimethylaminopropyl)-5-methoxyindol-3-yl)-3-(1H-indol-3-yl)maleimide	C26H26N4O3	['Protein Kinase Inhibitors']	[' ']
124093	CC1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F	garenoxacin	C23H20F2N2O4	['Topoisomerase II Inhibitors', 'Anti-Bacterial Agents']	[' ']
25135943	CC(CC1=CC2=C(C=C1O)OCO2)C(C)C(=O)C3=CC4=C(C=C3)OCO4	saucerneol G	C20H20O6	['Matrix Metalloproteinase Inhibitors']	[' ']
5997029	C1=C(C=C(C(=C1Br)OC(=O)C=CC(=O)OC2=C(C=C(C=C2C(=O)O)Br)Br)C(=O)O)Br	bis(3,5-dibromosalicyl)fumarate	C18H8Br4O8	['Cross-Linking Reagents']	[' ']
9964861	CCCNC1CCC2=C(C1)SC(=N2)N.Cl	pramipexole	C10H18ClN3S	['Dopamine Agonists', 'Antiparkinson Agents', 'Antioxidants']	[' ']
42470	CCN(CCCC(=O)C1CCCCC1)C(C)CC2=CC=C(C=C2)OC	secoverine	C22H35NO2	['Parasympatholytics']	[' ']
4655928	CC1=C(C(=NC(=C1F)OC2=CC=CC(=C2)CN)OC3=CC=CC(=C3)C(=N)N)F	ZK 806299	C20H18F2N4O2	['Factor Xa Inhibitors']	[' ']
92027803	NP(=O)(O)O.[Na+]	phosphoramidic acid	H4NNaO3P+	['Enzyme Inhibitors']	[' ']
161777	CC(C)(C)NCC(COC1=CC=CC2=C1SCCC2)O.Cl	tertatolol	C16H26ClNO2S	['Anti-Arrhythmia Agents', 'Adrenergic beta-Antagonists']	[' ']
7289	C(C(CCl)O)Cl	1,3-dichloro-2-propanol	C3H6Cl2O	['Mutagens', 'Cross-Linking Reagents']	[' ']
118984454	CCC(C)C1C(=O)NC2CSSCC(C(=O)NC(CSSCC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CO)CC(C)C)CC3=CC=C(C=C3)O)CCC(=O)N)CC(C)C)CCC(=O)O)CC(=O)N)CC4=CC=C(C=C4)O)C(=O)NCC(=O)O)C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CC5=CC=CC=C5)C(=O)NC(CC6=CC=CC=C6)C(=O)NC(CC7=CC=C(C=C7)O)C(=O)NC(C(C)O)C(=O)N8CCCC8C(=O)NC(CCCCN)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)O)C(C)C)CC(C)C)CC9=CC=C(C=C9)O)CC(C)C)C)CCC(=O)O)C(C)C)CC(C)C)CC2=CNC=N2)CO)NC(=O)C(CC(C)C)NC(=O)C(CC2=CNC=N2)NC(=O)C(CCC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(C(C)C)NC(=O)C(CC2=CC=CC=C2)N)C(=O)NC(C(=O)NC(C(=O)N1)CO)C(C)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C(C)CC)NC(=O)CN	Insulin Glargine	C267H404N72O78S6	['Hypoglycemic Agents']	[' ']
125330	CCC1=C(C(=NC(=N1)N)N)C2=C(C(=CC=C2)Cl)N=[N+]=[N-]	3-azidopyrimethamine	C12H12ClN7	['Folic Acid Antagonists']	[' ']
3743	CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCCO)I	ioxilan	C18H24I3N3O8	['Contrast Media']	[' ']
5281032	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(=CC(=O)O)C(=O)O.C(=CC(=O)O)C(=O)O	Prochlorperazine	C28H32ClN3O8S	['Dopamine Antagonists', 'Antipsychotic Agents', 'Antiemetics']	[' ']
80086	CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2.Cl	alverine	C20H28ClN	['Parasympatholytics']	[' ']
6438381	CC(=CCCC(=CCCC(=CCSCC(C(=O)O)NC(=O)C)C)C)C	N-acetyl-S-farnesylcysteine	C20H33NO3S	['Enzyme Inhibitors']	[' ']
6335903	COCCCCC(=NOCCN)C1=CC=C(C=C1)Cl	clovoxamine	C14H21ClN2O2	['Serotonin Antagonists', 'Antidepressive Agents']	[' ']
5282315	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC.O	Tacrolimus	C44H71NO13	['Calcineurin Inhibitors', 'Immunosuppressive Agents']	[' ']
8111	C(CNCCN)N	diethylenetriamine	C4H13N3	['Nitric Oxide Donors']	[' ']
11548	CC(C[N+](C)(C)C)OC(=O)N.[Cl-]	Bethanechol	C7H17ClN2O2	['Muscarinic Agonists', 'Parasympathomimetics']	[' ']
219099	C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54.Cl	ziprasidone	C21H22Cl2N4OS	['Dopamine Antagonists', 'Antipsychotic Agents', 'Serotonin Antagonists']	[' ']
5895	C1C2=CC=CC=C2C3=C1C=C(C=C3)NO	N-hydroxy-2-aminofluorene	C13H11NO	['Mutagens', 'Carcinogens']	[' ']
122179	CC(=O)CC(C)(C)P(=O)(OC)OC	dimephosphon	C8H17O4P	['Vasodilator Agents', 'Bronchodilator Agents', 'Antioxidants', 'Antidotes', 'Anti-Ulcer Agents', 'Anti-Inflammatory Agents, Non-Steroidal', 'Antacids', 'Adjuvants, Immunologic']	[' ']
441333	CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O	Metaproterenol	C22H36N2O10S	['Adrenergic beta-2 Receptor Agonists', 'Tocolytic Agents', 'Sympathomimetics', 'Bronchodilator Agents']	[' ']
15489645	CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CN(C4=CC=CC=C43)OC)CCCCCC(=O)OC	apicidin	C33H47N5O7	['Histone Deacetylase Inhibitors']	[' ']
76957788	CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1.CC(C(=O)NCC(=O)O)SC(=O)C1=CC=CS1	stepronin	C20H22N2O8S4	['Immunosuppressive Agents', 'Expectorants', 'Antiviral Agents']	[' ']
23664709	CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[K+]	Penicillin G	C16H17KN2O4S	['Anti-Bacterial Agents']	[' ']
49799987	CNCC(C(C(C(CO)O)O)O)O.C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I	meglumine iodipamide	C27H31I6N3O11	['Contrast Media']	[' ']
9941444	C1C(CN2C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C2=O)CC3=CC=CC=C3)CC4=CC=C(C=C4)OCC5=CC=CC=C5)CCCCN)CC6=CNC7=CC=CC=C76)C8=CC=CC=C8)OC(=O)NCCN	pasireotide	C58H66N10O9	['Hormones']	[' ']
20055342	CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I.CNCC(C(C(C(CO)O)O)O)O	Ioxaglic Acid	C31H38I6N6O13	['Contrast Media']	[' ']
