Cid	Smiles	Name	Formula	Terms	TreeIds
25141428	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C	Rifampin	C43H58N4O12	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
5284627	CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C	topiramate	C12H21NO8S	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
34870	C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O	amineptin	C22H27NO2	['Therapeutic Uses']	['D27.505.954']
24654	NN.O	hydrazine	H6N2O	['Therapeutic Uses']	['D27.505.954']
9865528	C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O	mirabegron	C21H24N4O2S	['Therapeutic Uses']	['D27.505.954']
135366	CN(C)C(=O)C1=NN(C(=N1)CNC(=O)CN)C2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl.O.O.Cl	rilmazafone	C21H25Cl3N6O5	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
23724979	CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C	Paliperidone Palmitate	C39H57FN4O4	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
59774	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl	Ondansetron	C18H24ClN3O3	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
160352	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-].C1C(OC(S1)CO)N2C=CC(=NC2=O)N	lamivudine, zidovudine drug combination	C18H24N8O7S	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
5736	CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl	zotepine	C18H18ClNOS	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
3086673	COCCOC(=O)CCC(=O)N	polyethylene glycol-superoxide dismutase	C7H13NO4	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
5359318	CC(C(C1=CC=CC=C1)O)NC.CC(C(C1=CC=CC=C1)O)NC.OS(=O)(=O)O	Ephedrine	C20H32N2O6S	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
23669636	COC1=C(C=CC(=C1)C=CC(=O)[O-])O.[Na+]	ferulic acid	C10H9NaO4	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
65709	CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC	caroverine	C22H27N3O2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.696', 'D27.505.519']
80467	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N.Cl.Cl	propamidine	C17H22Cl2N4O2	['Therapeutic Uses']	['D27.505.954']
23663870	C(CC(=O)[O-])CO.[Na+]	Sodium Oxybate	C4H7NaO3	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
6451150	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.OP(=O)(O)O	Sitagliptin Phosphate	C16H18F6N5O5P	['Physiological Effects of Drugs']	['D27.505.696']
8417	COC1=C(C=C2C(=C1)C=CC(=O)O2)OC	scoparone	C11H10O4	['Therapeutic Uses']	['D27.505.954']
159813	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C	cauloside A	C35H56O8	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
5475158	CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC2=CC=CC=C2	Cinanserin	C20H24N2OS	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
92009539	[H+].CC(C)(C)C1=CC=C(C=C1)OC(=O)C2CCC(CC2)CN=C(N)N.[Cl-]	NCO 650	C19H30ClN3O2	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
68726	C(C(C(=O)O)S)(C(=O)O)S.[Tc]	Technetium Tc 99m Dimercaptosuccinic Acid	C4H6O4S2Tc	['Diagnostic Uses of Chemicals', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.259']
21065046	C1=CC=C(C=C1)NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=CC=C6)N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-]	C.I. Fluorescent Brightening Agent 28	C40H42N12O10S2-2	['Diagnostic Uses of Chemicals']	['D27.505.259']
2310	CCC1(CC(=O)NC(=O)C1)C	Bemegride	C8H13NO2	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
23665591	C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]	Clavulanic Acid	C8H8KNO5	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
135102	CCC(C)C(=O)OC1CC=CC2=CC(C(C(C12)CCC3CC(CC(=O)O3)O)C)O	6-hydroxyisocompactin	C23H34O6	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
25137865	[H+].[H+].CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)[O-])(C(=O)O)[O-]	Tolterodine Tartrate	C26H37NO7	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
58144	CN1CC2=CC=CC=C2C3C1CC4=CNC5=CC=CC3=C45	CY 208-243	C19H18N2	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
27500	CC[NH+](CC)CCN1C(=NOC1=N)C2=CC=CC=C2.[Cl-]	imolamine	C14H21ClN4O	['Therapeutic Uses']	['D27.505.954']
6398764	CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O	Tenofovir	C23H34N5O14P	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
9859211	CC(CC1=CC=CC=C1OC)NC.Cl	methoxyphenamine	C11H18ClNO	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
123885	CC(C1=CC(=C(C=C1)Cl)Cl)NCC(CP(=O)(CC2=CC=CC=C2)O)O	CGP 55845A	C18H22Cl2NO3P	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
3963	CC1=CC(=C(C=C1)C(=O)C)NC(C2=C(C=CC=C2Cl)Cl)C(=O)N	loviride	C17H16Cl2N2O2	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
76972597	C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4.C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4	cifenline	C36H36N4	['Therapeutic Uses']	['D27.505.954']
104992	CS(=O)(=O)CCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N	Org 2766	C40H55N9O11S	['Therapeutic Uses']	['D27.505.954']
5777	CN(CCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC)CCN(C)CCCOC(=O)C2=CC(=C(C(=C2)OC)OC)OC	Hexobendine	C30H44N2O10	['Therapeutic Uses']	['D27.505.954']
6489	CCC(CC)(C(=O)NC(=O)NC(=O)C)Br	acecarbromal	C9H15BrN2O3	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
4332	CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C	acetylleucyl-leucyl-norleucinal	C20H37N3O4	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
7108	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	phenothiazine	C12H9NS	['Therapeutic Uses']	['D27.505.954']
24180682	CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O	Prajmaline	C23H33N2O2+	['Therapeutic Uses']	['D27.505.954']
451390	C1=NC2=C(N1COC(CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)NC(=NC2=O)N	ganciclovir triphosphate	C9H16N5O13P3	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
439518	CC(C)CC(C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N	amastatin	C21H38N4O8	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
10182969	COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N	apixaban	C25H25N5O4	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.954', 'D27.505.519']
200954	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3.Br	Phencyclidine	C17H26BrN	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
5284616	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	Sirolimus	C51H79NO13	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
2771	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	Citalopram	C20H21FN2O	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.954', 'D27.505.519']
60736	C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]	Alendronate	C4H18NNaO10P2	['Physiological Effects of Drugs']	['D27.505.696']
6398969	CC(=NO)C(=O)C	diacetylmonoxime	C4H7NO2	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
10452965	C(C(CS(=O)(=O)[O-])O)[S-].[Na+].[Au+]	aurotioprol	C3H6AuNaO4S2	['Therapeutic Uses']	['D27.505.954']
4495	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2	nimesulide	C13H12N2O5S	['Physiological Effects of Drugs', 'Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.696', 'D27.505.954']
45479727	C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=CC(=O)[O-])C(=O)[O-]	Xamoterol	C20H27N3O9-2	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
10432616	CCCCCC(CC(=O)NO)C(=O)N1C(CCCN1)C(=O)NC(CC(C)C)C(=O)C	YL 01869P	C21H38N4O5	['Molecular Mechanisms of Pharmacological Action']	['D27.505.519']
129651411	CCO.CC1C2C(C3C(C(=C(C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O.O.Cl	Doxycycline	C24H33ClN2O10	['Therapeutic Uses']	['D27.505.954']
46878490	C[NH+]1C2CCC1C(C(C2)O)C(=O)OC	ecgonine methyl ester	C10H18NO3+	['Physiological Effects of Drugs', 'Therapeutic Uses']	['D27.505.696', 'D27.505.954']
517273	O.O=[Al]O[Al]=O.O=[Si]=O	bentoquatam	Al2H2O6Si	['Therapeutic Uses']	['D27.505.954']
73415750	C(CN(CC(=O)[O-])CC(=O)[O-])N(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Na+].[Tc+4]	Technetium Tc 99m Pentetate	C14H18N3NaO10Tc	['Diagnostic Uses of Chemicals', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.259']
73417303	CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-].CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]	Ornidazole	C14H20Cl2N6O6	['Therapeutic Uses']	['D27.505.954']
5281098	CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32.Cl	naftifine	C21H22ClN	['Therapeutic Uses']	['D27.505.954']
2727	CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl	Chlorpropamide	C10H13ClN2O3S	['Physiological Effects of Drugs']	['D27.505.696']
23668825	CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)[O-])Cl)Cl.[Na+]	Ethacrynic Acid	C13H11Cl2NaO4	['Physiological Effects of Drugs', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.696', 'D27.505.519']
152946	COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O	moxifloxacin	C21H24FN3O4	['Therapeutic Uses', 'Molecular Mechanisms of Pharmacological Action']	['D27.505.519', 'D27.505.954']
