CID	SMILES	Name	Formula	Terms	TreeIds
3048	C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl	Endrin	C12H8Cl6O	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
3118	CCOP(=S)(OCC)SCCSCC	Disulfoton	C8H19O2PS3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
3120	CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl	Diuron	C9H10Cl2N2O	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
3224	C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Endosulfan	C9H6Cl6O3S	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
3259	C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I	Erythrosine	C20H8I4O5	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
3286	CCOP(=S)(OCC)SCSP(=S)(OCC)OCC	ethion	C9H22O4P2S4	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
3493	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	Glycodeoxycholic Acid	C26H43NO5	['Detergents']	['J01.516.381', 'D27.720.877.265']
3589	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl	Heptachlor	C10H5Cl7	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
4096	COP(=O)(N)SC	methamidophos	C2H8NO2PS	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
4115	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl	Methoxychlor	C16H15Cl3O2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
4169	CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C	metolachlor	C15H22ClNO2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
4618	CCS(=O)CCSP(=O)(OC)OC	methyl demeton	C6H15O4PS2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
4650	C1=CC(=O)C=CC1=O	quinone	C6H4O2	['Indicators and Reagents']	['D27.720.470.410']
4656	C1CN=C(N1)NC2=C(C=C(C=C2Cl)I)Cl	4-iodoclonidine	C9H8Cl2IN3	['Affinity Labels']	['D27.720.470.410.080']
4685	C1=CC(=CC=C1Cl)Cl	4-dichlorobenzene	C6H4Cl2	['Carcinogens', 'Insecticides']	['D27.720.031.700.491', 'D27.888.569.100', 'D27.888.723.491']
4696	C1C=C2C(=CC(=O)O2)C(O1)O	Patulin	C7H6O4	['Mutagens']	['D27.888.569.468']
4764	C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	Phenolphthalein	C20H14O4	['Indicators and Reagents']	['D27.720.470.410']
4766	C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O	Phenolsulfonphthalein	C19H14O5S	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
4767	CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C	phenothrin	C23H26O3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
4792	CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C	Tetradecanoylphorbol Acetate	C36H56O8	['Carcinogens']	['D27.888.569.100']
4929	CC(C)NC1=NC(=NC(=N1)SC)NC(C)C	Prometryne	C10H19N5S	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
4931	CC(C)N(C1=CC=CC=C1)C(=O)CCl	propachlor	C11H14ClNO	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
4933	CCC(=O)NC1=CC(=C(C=C1)Cl)Cl	Propanil	C9H9Cl2NO	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
4939	CC[N+](C)(CC)CCC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N	Propidium	C27H34N4+2	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
5081	CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)N=[N+]=[N-])C	Ro 15-4513	C15H14N6O3	['Affinity Labels']	['D27.720.470.410.080']
5129	C1=CC(=CC=C1CSC2=NC=NC3=C2N=CN3C4C(C(C(O4)CO)O)O)[N+](=O)[O-]	4-nitrobenzylthioinosine	C17H17N5O6S	['Affinity Labels']	['D27.720.470.410.080']
5143	C1=CC=C2C(=C1)C(=O)NS2(=O)=O	Saccharin	C7H5NO3S	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
5196	C(=O)(N)NN	carbamylhydrazine	CH5N3O	['Carcinogens']	['D27.888.569.100']
5216	CCNC1=NC(=NC(=N1)Cl)NCC	Simazine	C7H12ClN5	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
5345	C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)O)S(=O)(=O)O)O	Sulfobromophthalein	C20H10Br4O10S2	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
5392	COP(=S)(OC)OC1=CC=C(C=C1)SC2=CC=C(C=C2)OP(=S)(OC)OC	Temefos	C16H20O6P2S3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
5455	CN(C)C(=S)SSC(=S)N(C)C	Thiram	C6H12N2S4	['Fungicides, Industrial', 'Mutagens']	['D27.720.031.700.288', 'D27.888.569.468', 'D27.888.723.288']
5543	CC(C)N(C(C)C)C(=O)SCC(=C(Cl)Cl)Cl	Triallate	C10H16Cl3NOS	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
5558	C(Br)(Br)Br	bromoform	CHBr3	['Carcinogens']	['D27.888.569.100']
5704	COC1=CC(=C(C=C1N2N=C(N=[N+]2C3=CC(=C(C=C3OC)[N+](=O)[O-])S(=O)(=O)O)C(=O)NC4=CC=CC=C4)S(=O)(=O)[O-])[N+](=O)[O-]	2,3-bis(2-methoxy-4-nitro-5-sulfophenyl)-5-((phenylamino)carbonyl)-2H-tetrazolium hydroxide	C22H17N7O13S2	['Indicators and Reagents']	['D27.720.470.410']
5793	C(C1C(C(C(C(O1)O)O)O)O)O	Glucose	C6H12O6	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
5828	C1=CC(=CC=C1N)O.Cl	4-aminophenol	C6H8ClNO	['Mutagens']	['D27.888.569.468']
5859	CN(C)S(=O)(=O)C1=CC=C(C=C1)OP(=S)(OC)OC	famophos	C10H16NO5PS2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
5889	C1=CC=C2C(=C1)C=CC3=CC4=C(C=CC5=CC=CC=C54)C=C32	1,2,5,6-dibenzanthracene	C22H14	['Carcinogens']	['D27.888.569.100']
5895	C1C2=CC=CC=C2C3=C1C=C(C=C3)NO	N-hydroxy-2-aminofluorene	C13H11NO	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
5897	CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2	2-Acetylaminofluorene	C15H13NO	['Carcinogens']	['D27.888.569.100']
5955	C1=CC=C2C(=C1)C(=CC=[N+]2[O-])[N+](=O)[O-]	4-Nitroquinoline-1-oxide	C9H6N2O3	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
5984	C(C(C(C(C(=O)CO)O)O)O)O	Fructose	C6H12O6	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
5987	NS(=O)(=O)O	sulfamic acid	H3NO3S	['Herbicides', 'Indicators and Reagents']	['D27.720.031.700.366', 'D27.720.470.410', 'D27.888.723.366']
5988	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O	Sucrose	C12H22O11	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
5993	C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl	Chlordan	C10H6Cl8	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
6001	CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C	9,10-Dimethyl-1,2-benzanthracene	C20H16	['Carcinogens']	['D27.888.569.100']
6046	C1COCCN1N=O	N-nitrosomorpholine	C4H8N2O2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
6051	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N	p-Aminoazobenzene	C12H11N3	['Coloring Agents']	['D27.720.233']
6053	CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2	p-Dimethylaminoazobenzene	C14H15N3	['Carcinogens', 'Coloring Agents']	['D27.888.569.100', 'D27.720.233']
6115	C1=CC=C(C=C1)N	aniline	C6H7N	['Carcinogens']	['D27.888.569.100']
6125	C(=O)(C(=O)[O-])[O-].[Na+].[Na+]	Oxalic Acid	C2Na2O4	['Reducing Agents']	['D27.720.470.410.690']
6134	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O	Lactose	C12H22O11	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
6282	C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3Br)Br)Br)Br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+]	Sulfobromophthalein	C20H8Br4Na2O10S2	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
6294	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl	Dichlorodiphenyldichloroethane	C14H10Cl4	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
6338	C=CCl	Vinyl Chloride	C2H3Cl	['Carcinogens']	['D27.888.569.100']
6339	C=CF	vinyl fluoride	C2H3F	['Carcinogens']	['D27.888.569.100']
6358	CC(C)Br	2-bromopropane	C3H7Br	['Mutagens']	['D27.888.569.468']
6359	C(Cl)(Cl)Br	bromodichloromethane	CHBrCl2	['Carcinogens']	['D27.888.569.100']
6378	CC1CO1	propylene oxide	C3H6O	['Carcinogens']	['D27.888.569.100']
6397	C[Si](C)(C)Cl	trimethylchlorosilane	C3H9ClSi	['Indicators and Reagents']	['D27.720.470.410']
6450	CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)C(C)C)C(C)C)O)Br	Bromthymol Blue	C27H28Br2O5S	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
6451	CC1=C(C(=C(C=C1C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4C)Br)O)Br)Br)O)Br	Bromcresol Green	C21H14Br4O5S	['Indicators and Reagents']	['D27.720.470.410']
6496	C=CS(=O)(=O)C=C	divinyl sulfone	C4H6O2S	['Coloring Agents']	['D27.720.233']
6549	CC(=CCCC(C)(C=C)O)C	linalool	C10H18O	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
6629	CC(C)(C1=CC=CC=C1)OO	cumene hydroperoxide	C9H12O2	['Oxidants']	['D27.888.569.540', 'D27.720.642']
6694	CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]	rhodamine B	C28H31ClN2O3	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
6695	CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O	Rhodamines	C28H31N2O3+	['Fluorescent Dyes', 'Indicators and Reagents']	['D27.720.470.410.505.500', 'D27.720.470.410', 'D27.720.233.348']
6720	C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[N+](=O)[O-]	quintozene	C6Cl5NO2	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
6727	CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)[N+](C)(C)C.[Cl-].[Cl-]	Methyl Green	C26H33Cl2N3	['Coloring Agents']	['D27.720.233']
6753	CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-]	musk ambrette (artificial)	C12H16N2O5	['Mutagens']	['D27.888.569.468']
6763	C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O	9,10-phenanthrenequinone	C14H8O2	['Mutagens']	['D27.888.569.468']
6794	C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-]	Diquat	C12H12Br2N2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
6795	C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31	Diquat	C12H12N2+2	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
6838	C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O	N-nitrosodiphenylamine	C12H10N2O	['Carcinogens']	['D27.888.569.100']
6849	C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]	1-nitronaphthalene	C10H7NO2	['Carcinogens']	['D27.888.569.100']
6853	C1C2=CC=CC=C2C3=CC=CC=C31	fluorene	C13H10	['Carcinogens']	['D27.888.569.100']
6854	C1=CC=C2C(=C1)C3=CC=CC=C3N2	carbazole	C12H9N	['Carcinogens']	['D27.888.569.100']
6901	C(=C(Cl)Cl)(C(=C(Cl)Cl)Cl)Cl	hexachlorobutadiene	C4Cl6	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
6912	C(C(C(C(CO)O)O)O)O	Xylitol	C5H12O5	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
6914	C1=C(C=C(C(=C1Cl)O)Cl)Cl	2,4,6-trichlorophenol	C6H3Cl3O	['Mutagens']	['D27.888.569.468']
6942	C1=CC=C(C(=C1)C(=O)N)N	anthranilamide	C7H8N2O	['Fluorescent Dyes']	['D27.720.470.410.505.500', 'D27.720.233.348']
6950	CCC(C)C1=CC(=CC(=C1O)[N+](=O)[O-])[N+](=O)[O-]	dinoseb	C10H12N2O5	['Herbicides', 'Insecticides']	['D27.720.031.700.366', 'D27.888.723.366', 'D27.720.031.700.491', 'D27.888.723.491']
7013	C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32	N-phenyl-1-naphthylamine	C16H13N	['Carcinogens', 'Fluorescent Dyes']	['D27.888.569.100', 'D27.720.470.410.505.500', 'D27.720.233.348']
7057	C1=CC=C2C=C(C=CC2=C1)N	2-Naphthylamine	C10H9N	['Carcinogens']	['D27.888.569.100']
7070	C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N	3,3'-Dichlorobenzidine	C12H10Cl2N2	['Carcinogens']	['D27.888.569.100']
7085	CN(C)C1=CC2=C(C=C1)C=C3C=CC(=[N+](C)C)C=C3O2.[Cl-]	Pyronine	C17H19ClN2O	['Coloring Agents']	['D27.720.233']
7095	C1=CC=C(C=C1)C2=CC=CC=C2	diphenyl	C12H10	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
7102	C1=CC=C(C=C1)C2=CC=C(C=C2)N	4-biphenylamine	C12H11N	['Carcinogens']	['D27.888.569.100']
7153	CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O	mecoprop	C10H11ClO3	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
7204	CC1=C(C=CC(=C1)Cl)OCC(=O)O	2-Methyl-4-chlorophenoxyacetic Acid	C9H9ClO3	['Herbicides']	['D27.720.031.700.366', 'D27.888.723.366']
7239	C1=CC=C(C(=C1)Cl)Cl	2-dichlorobenzene	C6H4Cl2	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
7242	CC1=CC=CC=C1N	2-toluidine	C7H9N	['Carcinogens', 'Indicators and Reagents']	['D27.888.569.100', 'D27.720.470.410']
7261	CC1=C(C=C(C=C1)N)N	2,4-diaminotoluene	C7H10N2	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
7276	C1C(O1)C2=CC=CC=C2	styrene oxide	C8H8O	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
7289	C(C(CCl)O)Cl	1,3-dichloro-2-propanol	C3H6Cl2O	['Cross-Linking Reagents', 'Mutagens']	['D27.888.569.468', 'D27.720.470.410.210']
7340	CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N)C	o-Aminoazotoluene	C14H15N3	['Coloring Agents']	['D27.720.233']
7348	CCCCCCCCCCCC(=O)N(C)CC(=O)O	sarkosyl	C15H29NO3	['Detergents']	['J01.516.381', 'D27.720.877.265']
7355	CC(=C)C(=O)OCCOC(=O)C(=C)C	ethylene dimethacrylate	C10H14O4	['Cross-Linking Reagents']	['D27.720.470.410.210']
7479	CN(C)C1=CC=C(C=C1)C=O	4-(dimethylamino)benzaldehyde	C9H11NO	['Indicators and Reagents']	['D27.720.470.410']
7502	C=CC1=CC=NC=C1	4-vinylpyridine	C7H7N	['Indicators and Reagents']	['D27.720.470.410']
7516	C1=CC=C(C=C1)NN	phenylhydrazine	C6H8N2	['Oxidants']	['D27.888.569.540', 'D27.720.642']
7526	C1CCN(CC1)N=O	N-nitrosopiperidine	C5H10N2O	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
7533	C1CCC(CC1)NS(=O)(=O)O	Cyclamates	C6H13NO3S	['Sweetening Agents']	['J02.500.512.400.700', 'G07.203.300.512.400.700', 'D27.720.364.609', 'D27.720.888']
7577	C1=CC(=CC=C1CC2=CC=C(C=C2)N)N	4,4'-diaminodiphenylmethane	C13H14N2	['Carcinogens']	['D27.888.569.100']
7628	B(O)(O)O	boric acid	BH3O3	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
7814	C1=CC(=CC=C1N)N	4-phenylenediamine	C6H8N2	['Coloring Agents']	['D27.720.233']
7833	C1CC2C(O2)CC1C3CO3	4-vinyl-1-cyclohexene dioxide	C8H12O2	['Carcinogens']	['D27.888.569.100']
7845	C=CC=C	1,3-butadiene	C4H6	['Carcinogens', 'Mutagens']	['D27.888.569.100', 'D27.888.569.468']
7855	C=CC#N	Acrylonitrile	C3H3N	['Carcinogens']	['D27.888.569.100']
7862	CC[Hg]Cl	Ethylmercuric Chloride	C2H5ClHg	['Fungicides, Industrial']	['D27.720.031.700.288', 'D27.888.723.288']
7913	C(=O)(N)NC(=O)N	Biuret	C2H5N3O2	['Indicators and Reagents']	['D27.720.470.410']
7954	C1(=NC(=NC(=N1)Cl)Cl)Cl	cyanuric chloride	C3Cl3N3	['Cross-Linking Reagents']	['D27.720.470.410.210']
8152	CCCCCCCCCCCC[N+](C)(C)C.[Cl-]	dodecyltrimethylammonium	C15H34ClN	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
8153	CCCCCCCCCCCC[N+](C)(C)C	dodecyltrimethylammonium	C15H34N+	['Detergents', 'Surface-Active Agents']	['J01.516.381', 'D27.720.877', 'D27.720.877.265']
8182	CCCCCCCCCCCC	n-dodecane	C12H26	['Carcinogens']	['D27.888.569.100']
8268	C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(Cl)(Cl)Cl)O)Cl	Dicofol	C14H9Cl5O	['Insecticides']	['D27.720.031.700.491', 'D27.888.723.491']
8272	C1=CC=C2C(=C1)C(OS2(=O)=O)(C3=CC(=C(C(=C3)Br)O)Br)C4=CC(=C(C(=C4)Br)O)Br	Bromphenol Blue	C19H10Br4O5S	['Coloring Agents', 'Indicators and Reagents']	['D27.720.470.410', 'D27.720.233']
8273	CC1=C(C(=CC(=C1)C2(C3=CC=CC=C3S(=O)(=O)O2)C4=CC(=C(C(=C4)Br)O)C)Br)O	Bromcresol Purple	C21H16Br2O5S	['Indicators and Reagents']	['D27.720.470.410']
