Cid	Smiles	Name	Formula	Terms	TreeIds
76965092	CC(C)NCC(C1=CC=CC=C1Cl)O.CC(C)NCC(C1=CC=CC=C1Cl)O	clorprenaline	C22H32Cl2N2O2	['Respiratory System Agents', 'Peripheral Nervous System Agents']	['D27.505.954.796', 'D27.505.696.663']
4022878	CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+]	Sulfacetamide	C8H9N2NaO3S	['Renal Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.613']
6918617	CC1=C(NC(=NC1=O)N(C)C)C(C)C2=C(C=CC=C2F)F	6-(1-(2,6-difluorophenyl)ethyl)-2-(dimethylamino)-5-methylpyrimidin-4(3H)-one	C15H17F2N3O	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
9796663	CC(C)NCC(C1=CC(=C(C=C1)O)O)O.OS(=O)(=O)O	Isoproterenol	C11H19NO7S	['Respiratory System Agents', 'Cardiovascular Agents', 'Peripheral Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.663', 'D27.505.954.411', 'D27.505.696.577', 'D27.505.954.796']
9837243	CCCC1CC(=O)N(C1)C(CC)C(=O)N	brivaracetam	C11H20N2O2	['Central Nervous System Agents']	['D27.505.954.427']
68909	CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2OC(F)F)C(=O)OC	ryodipine	C18H19F2NO5	['Cardiovascular Agents', 'Membrane Transport Modulators', 'Central Nervous System Agents']	['D27.505.519.562', 'D27.505.954.411', 'D27.505.954.427']
6438331	CC(CC1=CC=C(C=C1)C(=O)OC)NCC(C2=CC=CC=C2)O.CC(=O)C=CC(=O)O	BRL 26830A	C24H29NO6	['Hypoglycemic Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577', 'D27.505.696.422']
9815266	CC(C1(C=CC(=O)C1O)O)O	pentenocin B	C7H10O4	['Enzyme Inhibitors']	['D27.505.519.389']
114890	CCCCCCCCCCCCCCCC(=O)O.CC1=CC2=C(C=C1)NC3(C2(CN(CC3)C)C)C	dicarbine	C31H54N2O2	['Cardiovascular Agents', 'Protective Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Antioxidants']	['D27.505.519.217', 'D27.505.954.427', 'D27.505.954.411', 'D27.505.696.277', 'D27.505.696.706']
5311334	CC1(C2CC1C(C(C2)NC(=O)C(C3CCCC3)O)CC=CCCCC(=O)O)C	ONO 3708	C23H37NO4	['Hematologic Agents']	['D27.505.954.502']
86480	CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2]	Valproic Acid	C16H30CaO4	['Enzyme Inhibitors', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.519.389']
162862	C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N.[O-]S(=O)(=O)[O-]	Dibekacin	C18H37N5O12S-2	['Anti-Infective Agents']	['D27.505.954.122']
3032325	CCC(=C(CC)C1=CC=C(C=C1)OP(=O)(O)O)C2=CC=C(C=C2)OP(=O)(O)O	fosfestrol	C18H22O8P2	['Antineoplastic Agents']	['D27.505.954.248']
4380	CN(CCCOC1=C(C=C(C=C1)Cl)Cl)CC#C	Clorgyline	C13H15Cl2NO	['Enzyme Inhibitors', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.519.389']
72941962	CCCCC1=NC2(CCCCC2)C(=O)N1CC3=CC(=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC5=NOC(=C5C)C)COCC	4'-((2-butyl-4-oxo-1,3-diazaspiro(4.4)non-1-en-3-yl)methyl)-N-(4,5-dimethyl-3-isoxazolyl)-2'-(ethoxymethyl)(1,1'-biphenyl)-2-sulfonamide	C33H42N4O5S	['Angiotensin Receptor Antagonists']	['D27.505.519.162']
9958089	C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O.[Ca]	Leucovorin	C20H23CaN7O7	['Protective Agents', 'Growth Substances']	['D27.505.696.706', 'D27.505.696.377']
4108	COC1=CC=CC=C1CNCCCCCCNCCCCCCCCNCCCCCCNCC2=CC=CC=C2OC	methoctramine	C36H62N4O2	['Peripheral Nervous System Agents']	['D27.505.696.663']
164827	[O-2].[Cu+2]	cupric oxide	CuO	['Growth Substances']	['D27.505.696.377']
5147	C1=CC=C(C(=C1)C(=O)N)O	salicylamide	C7H7NO2	['Anti-Inflammatory Agents', 'Peripheral Nervous System Agents', 'Antirheumatic Agents']	['D27.505.696.663', 'D27.505.954.158', 'D27.505.954.329']
455799	CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(=C(C(=N4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C)CCC(=O)O)CCC(=O)O.[Zn+2]	zinc protoporphyrin	C34H32N4O4Zn	['Enzyme Inhibitors']	['D27.505.519.389']
115090	CC1CC2(C3=C(O1)C=CC(=C3)F)C(=O)NC(=O)N2	M 79175	C12H11FN2O3	['Enzyme Inhibitors']	['D27.505.519.389']
10378992	CC(C)(C)NCC(COC1=C(C=C(C=C1)C=O)OC)O	vanidilol	C15H23NO4	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
122324	C1C(OC(C2=C1C(=C(C=C2)O)O)CN)C3=CC=CC=C3	A 68930	C16H17NO3	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
124221625	COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O.Cl.Cl	Quinine	C40H52Cl2N4O8S	['Muscle Relaxants, Central', 'Peripheral Nervous System Agents', 'Central Nervous System Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.427', 'D27.505.696.663', 'D27.505.696.510']
59772	CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O	Sumatriptan	C18H27N3O6S	['Cardiovascular Agents']	['D27.505.954.411']
17506	CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O	Ethamsylate	C10H17NO5S	['Hematologic Agents']	['D27.505.954.502']
54607781	C1=CC2=C(C(=C1)O)C(=O)C3=C(C=CC4=C3C2=NN4CCNCCO)NCCNCCO.Cl	losoxantrone	C22H28ClN5O4	['Antineoplastic Agents']	['D27.505.954.248']
195410	CC(C)N(C(C)C)C(=O)C1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)C(=O)O)C	17-(N,N-diisopropylcarboxamide)estra-1,3,5(10)-triene-3-carboxylic acid	C26H37NO3	['Enzyme Inhibitors', 'Hormones, Hormone Substitutes, and Hormone Antagonists']	['D27.505.696.399', 'D27.505.519.389']
3333	CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C	Felodipine	C18H19Cl2NO4	['Cardiovascular Agents', 'Membrane Transport Modulators']	['D27.505.519.562', 'D27.505.954.411']
76958620	CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2.CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2	nicaraven	C30H32N8O4	['Protective Agents', 'Antioxidants']	['D27.505.519.217', 'D27.505.696.706']
114999	CCCC1=C(C=CC2=C1OC(CC2)C(=O)O)OCCCOC3=C(C(=C(C=C3)C(=O)C)OC)CCC	SC 41930	C28H36O7	['Anti-Inflammatory Agents', 'Peripheral Nervous System Agents', 'Antirheumatic Agents']	['D27.505.696.663', 'D27.505.954.158', 'D27.505.954.329']
9928181	COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N.Cl	zacopride	C15H21Cl2N3O2	['Peripheral Nervous System Agents', 'Gastrointestinal Agents', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.663', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.954.483']
71225	CC(C)C(CCCN(C)CCC1=CC=CC=C1)(C#N)C2=CC=CC=C2	emopamil	C23H30N2	['Cardiovascular Agents', 'Membrane Transport Modulators']	['D27.505.519.562', 'D27.505.954.411']
65684	CC1=CC2=C(C=C1)NC3C2CN(CC3)C	dicarbine	C13H18N2	['Cardiovascular Agents', 'Protective Agents', 'Central Nervous System Agents', 'Central Nervous System Depressants', 'Antioxidants']	['D27.505.519.217', 'D27.505.954.427', 'D27.505.954.411', 'D27.505.696.277', 'D27.505.696.706']
2862	CC1C(C(C(C(O1)OC2CCC3(C4CCC5(C(CCC5(C4CCC3(C2)O)O)C6=CC(=O)OC6)C)C=O)O)O)O	convallatoxin	C29H42O10	['Cardiovascular Agents']	['D27.505.954.411']
196841	CN1CCN(CC1)C(=O)C2=NC(=C(S2)C3=CC=C(C=C3)OC)C4=CC=C(C=C4)OC	1-((4,5-bis(4-methoxyphenyl)-2-thiazoyl)carbonyl)-4-methylpiperazine	C23H25N3O3S	['Anti-Inflammatory Agents', 'Enzyme Inhibitors', 'Peripheral Nervous System Agents', 'Antirheumatic Agents']	['D27.505.696.663', 'D27.505.954.158', 'D27.505.519.389', 'D27.505.954.329']
9917528	CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)CC=C.OP(=O)(O)O.OP(=O)(O)O	cabergoline	C26H43N5O10P2	['Antineoplastic Agents', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577', 'D27.505.954.248']
166583	CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C	Calcifediol	C27H44O2	['Growth Substances', 'Bone Density Conservation Agents']	['D27.505.696.377', 'D27.505.696.242']
175804	CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl	ropivacaine	C17H27ClN2O	['Peripheral Nervous System Agents', 'Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.696.277']
34007	[O-]S(=O)(=O)[O-].O=[V+2]	vanadyl sulfate	O5SV	['Hypoglycemic Agents']	['D27.505.696.422']
3025851	COC1=CC(=C(C=C1)OC)C(=O)C=CC2=CC(=C(C=C2)O)O	2',5'-dimethoxy-3,4-dihydroxychalcone	C17H16O5	['Enzyme Inhibitors']	['D27.505.519.389']
2040	CC1=CC=CC=C1N2C(=NC3=C(C2=O)C=C(C=C3)N)CF	afloqualone	C16H14FN3O	['Muscle Relaxants, Central', 'Peripheral Nervous System Agents', 'Radiation-Sensitizing Agents', 'Dermatologic Agents', 'Central Nervous System Agents']	['D27.505.696.663', 'D27.505.954.427', 'D27.505.954.444', 'D27.505.696.510', 'D27.505.954.600']
5284442	C1=CC=C(C=C1)C(=CCCCCC(=O)O)C2=CN=CC=C2	isbogrel	C18H19NO2	['Cardiovascular Agents', 'Enzyme Inhibitors', 'Hematologic Agents', 'Fibrin Modulating Agents']	['D27.505.519.421', 'D27.505.519.389', 'D27.505.954.411', 'D27.505.954.502']
17520	C1=CC=C2C(=C1)C(=O)NS2	1,2-benzisothiazoline-3-one	C7H5NOS	['Hematologic Agents', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.954.502']
25141428	CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C	Rifampin	C43H58N4O12	['Enzyme Inhibitors']	['D27.505.519.389']
5284627	CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C	topiramate	C12H21NO8S	['Protective Agents', 'Central Nervous System Agents']	['D27.505.696.706', 'D27.505.954.427']
34870	C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O	amineptin	C22H27NO2	['Central Nervous System Agents']	['D27.505.954.427']
24654	NN.O	hydrazine	H6N2O	['Antineoplastic Agents']	['D27.505.954.248']
9865528	C1=CC=C(C=C1)C(CNCCC2=CC=C(C=C2)NC(=O)CC3=CSC(=N3)N)O	mirabegron	C21H24N4O2S	['Urological Agents']	['D27.505.954.944']
135366	CN(C)C(=O)C1=NN(C(=N1)CNC(=O)CN)C2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl.O.O.Cl	rilmazafone	C21H25Cl3N6O5	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
23724979	CCCCCCCCCCCCCCCC(=O)OC1CCCN2C1=NC(=C(C2=O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F)C	Paliperidone Palmitate	C39H57FN4O4	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
59774	CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C.O.O.Cl	Ondansetron	C18H24ClN3O3	['Central Nervous System Depressants', 'Peripheral Nervous System Agents', 'Dermatologic Agents', 'Gastrointestinal Agents', 'Neurotransmitter Agents', 'Central Nervous System Agents']	['D27.505.696.577', 'D27.505.696.277', 'D27.505.954.483', 'D27.505.696.663', 'D27.505.954.427', 'D27.505.954.444', 'D27.505.519.625']
160352	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-].C1C(OC(S1)CO)N2C=CC(=NC2=O)N	lamivudine, zidovudine drug combination	C18H24N8O7S	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
5736	CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl	zotepine	C18H18ClNOS	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
3086673	COCCOC(=O)CCC(=O)N	polyethylene glycol-superoxide dismutase	C7H13NO4	['Antioxidants']	['D27.505.519.217']
5359318	CC(C(C1=CC=CC=C1)O)NC.CC(C(C1=CC=CC=C1)O)NC.OS(=O)(=O)O	Ephedrine	C20H32N2O6S	['Cardiovascular Agents', 'Peripheral Nervous System Agents', 'Central Nervous System Stimulants', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.696.577', 'D27.505.696.663', 'D27.505.954.427', 'D27.505.519.625', 'D27.505.696.282', 'D27.505.954.411']
23669636	COC1=C(C=CC(=C1)C=CC(=O)[O-])O.[Na+]	ferulic acid	C10H9NaO4	['Anti-Inflammatory Agents', 'Antirheumatic Agents', 'Cardiovascular Agents', 'Peripheral Nervous System Agents', 'Hematologic Agents', 'Gastrointestinal Agents', 'Antioxidants']	['D27.505.954.483', 'D27.505.696.663', 'D27.505.954.158', 'D27.505.954.502', 'D27.505.519.217', 'D27.505.954.411', 'D27.505.954.329']
65709	CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC	caroverine	C22H27N3O2	['Cardiovascular Agents', 'Membrane Transport Modulators', 'Neurotransmitter Agents']	['D27.505.519.562', 'D27.505.954.411', 'D27.505.696.577', 'D27.505.519.625']
80467	C1=CC(=CC=C1C(=N)N)OCCCOC2=CC=C(C=C2)C(=N)N.Cl.Cl	propamidine	C17H22Cl2N4O2	['Anti-Infective Agents']	['D27.505.954.122']
23663870	C(CC(=O)[O-])CO.[Na+]	Sodium Oxybate	C4H7NaO3	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
6451150	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N.OP(=O)(O)O	Sitagliptin Phosphate	C16H18F6N5O5P	['Hypoglycemic Agents']	['D27.505.696.422']
8417	COC1=C(C=C2C(=C1)C=CC(=O)O2)OC	scoparone	C11H10O4	['Cardiovascular Agents', 'Gastrointestinal Agents']	['D27.505.954.411', 'D27.505.954.483']
159813	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)CO)OC6C(C(C(CO6)O)O)O)C)C)C2C1)C)C(=O)O)C	cauloside A	C35H56O8	['Enzyme Inhibitors', 'Antineoplastic Agents']	['D27.505.519.389', 'D27.505.954.248']
5475158	CN(C)CCCSC1=CC=CC=C1NC(=O)C=CC2=CC=CC=C2	Cinanserin	C20H24N2OS	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
92009539	[H+].CC(C)(C)C1=CC=C(C=C1)OC(=O)C2CCC(CC2)CN=C(N)N.[Cl-]	NCO 650	C19H30ClN3O2	['Enzyme Inhibitors', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.519.389', 'D27.505.696.577']
68726	C(C(C(=O)O)S)(C(=O)O)S.[Tc]	Technetium Tc 99m Dimercaptosuccinic Acid	C4H6O4S2Tc	['Radiopharmaceuticals']	['D27.505.519.871', 'D27.505.259.843']
21065046	C1=CC=C(C=C1)NC2=NC(=NC(=N2)N(CCO)CCO)NC3=CC(=C(C=C3)C=CC4=C(C=C(C=C4)NC5=NC(=NC(=N5)NC6=CC=CC=C6)N(CCO)CCO)S(=O)(=O)[O-])S(=O)(=O)[O-]	C.I. Fluorescent Brightening Agent 28	C40H42N12O10S2-2	['Contrast Media']	['D27.505.259.500']
2310	CCC1(CC(=O)NC(=O)C1)C	Bemegride	C8H13NO2	['Central Nervous System Stimulants', 'Central Nervous System Agents']	['D27.505.696.282', 'D27.505.954.427']
23665591	C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+]	Clavulanic Acid	C8H8KNO5	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
135102	CCC(C)C(=O)OC1CC=CC2=CC(C(C(C12)CCC3CC(CC(=O)O3)O)C)O	6-hydroxyisocompactin	C23H34O6	['Enzyme Inhibitors', 'Lipid Regulating Agents', 'Antimetabolites']	['D27.505.519.186', 'D27.505.954.557', 'D27.505.519.389']
25137865	[H+].[H+].CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2.C(C(C(=O)O)[O-])(C(=O)O)[O-]	Tolterodine Tartrate	C26H37NO7	['Urological Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.944', 'D27.505.696.577']
58144	CN1CC2=CC=CC=C2C3C1CC4=CNC5=CC=CC3=C45	CY 208-243	C19H18N2	['Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577']
27500	CC[NH+](CC)CCN1C(=NOC1=N)C2=CC=CC=C2.[Cl-]	imolamine	C14H21ClN4O	['Cardiovascular Agents']	['D27.505.954.411']
6398764	CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O	Tenofovir	C23H34N5O14P	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
9859211	CC(CC1=CC=CC=C1OC)NC.Cl	methoxyphenamine	C11H18ClNO	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
123885	CC(C1=CC(=C(C=C1)Cl)Cl)NCC(CP(=O)(CC2=CC=CC=C2)O)O	CGP 55845A	C18H22Cl2NO3P	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
3963	CC1=CC(=C(C=C1)C(=O)C)NC(C2=C(C=CC=C2Cl)Cl)C(=O)N	loviride	C17H16Cl2N2O2	['Enzyme Inhibitors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.519.389']
76972597	C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4.C1CN=C(N1)C2CC2(C3=CC=CC=C3)C4=CC=CC=C4	cifenline	C36H36N4	['Cardiovascular Agents']	['D27.505.954.411']
104992	CS(=O)(=O)CCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N	Org 2766	C40H55N9O11S	['Central Nervous System Agents']	['D27.505.954.427']
5777	CN(CCCOC(=O)C1=CC(=C(C(=C1)OC)OC)OC)CCN(C)CCCOC(=O)C2=CC(=C(C(=C2)OC)OC)OC	Hexobendine	C30H44N2O10	['Cardiovascular Agents']	['D27.505.954.411']
6489	CCC(CC)(C(=O)NC(=O)NC(=O)C)Br	acecarbromal	C9H15BrN2O3	['Central Nervous System Depressants', 'Central Nervous System Agents']	['D27.505.954.427', 'D27.505.696.277']
4332	CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C	acetylleucyl-leucyl-norleucinal	C20H37N3O4	['Enzyme Inhibitors']	['D27.505.519.389']
7108	C1=CC=C2C(=C1)NC3=CC=CC=C3S2	phenothiazine	C12H9NS	['Anti-Infective Agents']	['D27.505.954.122']
24180682	CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O	Prajmaline	C23H33N2O2+	['Cardiovascular Agents']	['D27.505.954.411']
451390	C1=NC2=C(N1COC(CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)NC(=NC2=O)N	ganciclovir triphosphate	C9H16N5O13P3	['Enzyme Inhibitors']	['D27.505.519.389']
439518	CC(C)CC(C(C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CC(=O)O)C(=O)O)O)N	amastatin	C21H38N4O8	['Enzyme Inhibitors']	['D27.505.519.389']
10182969	COC1=CC=C(C=C1)N2C3=C(CCN(C3=O)C4=CC=C(C=C4)N5CCCCC5=O)C(=N2)C(=O)N	apixaban	C25H25N5O4	['Enzyme Inhibitors', 'Hematologic Agents']	['D27.505.519.389', 'D27.505.954.502']
200954	C1CCC(CC1)(C2=CC=CC=C2)N3CCCCC3.Br	Phencyclidine	C17H26BrN	['Hallucinogens', 'Enzyme Inhibitors', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.954.427', 'D27.505.519.389', 'D27.505.696.577', 'D27.505.696.388']
5284616	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	Sirolimus	C51H79NO13	['Antineoplastic Agents', 'Immunologic Factors', 'Anti-Infective Agents']	['D27.505.954.122', 'D27.505.696.477', 'D27.505.954.248']
2771	CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F	Citalopram	C20H21FN2O	['Membrane Transport Modulators', 'Central Nervous System Agents', 'Neurotransmitter Agents']	['D27.505.519.562', 'D27.505.519.625', 'D27.505.954.427', 'D27.505.696.577']
60736	C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+]	Alendronate	C4H18NNaO10P2	['Bone Density Conservation Agents']	['D27.505.696.242']
6398969	CC(=NO)C(=O)C	diacetylmonoxime	C4H7NO2	['Enzyme Inhibitors', 'Enzyme Reactivators', 'Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.519.405', 'D27.505.519.389', 'D27.505.696.577']
10452965	C(C(CS(=O)(=O)[O-])O)[S-].[Na+].[Au+]	aurotioprol	C3H6AuNaO4S2	['Antirheumatic Agents']	['D27.505.954.329']
4495	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2	nimesulide	C13H12N2O5S	['Anti-Inflammatory Agents', 'Enzyme Inhibitors', 'Peripheral Nervous System Agents', 'Antirheumatic Agents']	['D27.505.696.663', 'D27.505.954.158', 'D27.505.519.389', 'D27.505.954.329']
45479727	C1COCCN1C(=O)NCCNCC(COC2=CC=C(C=C2)O)O.C(=CC(=O)[O-])C(=O)[O-]	Xamoterol	C20H27N3O9-2	['Neurotransmitter Agents']	['D27.505.519.625', 'D27.505.696.577']
10432616	CCCCCC(CC(=O)NO)C(=O)N1C(CCCN1)C(=O)NC(CC(C)C)C(=O)C	YL 01869P	C21H38N4O5	['Enzyme Inhibitors']	['D27.505.519.389']
129651411	CCO.CC1C2C(C3C(C(=C(C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)C(=O)N)O)N(C)C)O.O.Cl	Doxycycline	C24H33ClN2O10	['Anti-Infective Agents']	['D27.505.954.122']
