Cid	Smiles	Name	Formula	Term_List	TreeId
8584	CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O	Benztropine	C22H29NO4S	['Dopamine Uptake Inhibitors', 'Muscarinic Antagonists', 'Parasympatholytics', 'Antiparkinson Agents']	[' ']
119188	C1CCCC(CC1)CC(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]	cimadronate	C9H18Na2O6P2	['Bone Density Conservation Agents']	[' ']
91617616	CCOC1C=CC2=CC=CC=C2N1C(=O)OCC.CCOC1C=CC2=CC=CC=C2N1C(=O)OCC	EEDQ	C28H34N2O6	['Dopamine Antagonists', 'Serotonin Antagonists', 'Adrenergic alpha-Antagonists']	[' ']
53424	COC1=CC2=C(C=C1)C3=C(C=C2)OC(=C3)[N+](=O)[O-]	2-nitro-7-methoxynaphtho(2-1b)furan	C13H9NO4	['Mutagens', 'Carcinogens', 'Antineoplastic Agents']	[' ']
76957962	CCCCC1C2=CC=CC=C2C(=O)O1.CCCCC1C2=CC=CC=C2C(=O)O1	3-n-butylphthalide	C24H28O4	['Neuroprotective Agents', 'Platelet Aggregation Inhibitors']	[' ']
11954321	C1=CC(=CC(=C1)NC(=O)C(=O)O)C2=NNN=N2.O	Feprazone	C9H9N5O4	['Anti-Inflammatory Agents, Non-Steroidal']	[' ']
4386	C1=CC=C(C=C1)NC2=CC=CC=C2C(=O)O	fenamic acid	C13H11NO2	['Calcium Channel Blockers', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
4450	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3	Nefopam	C17H19NO	['Analgesics, Non-Narcotic']	[' ']
5755	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O	Prednisolone	C21H28O5	['Antineoplastic Agents, Hormonal', 'Glucocorticoids', 'Anti-Inflammatory Agents']	[' ']
442021	COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC	brucine	C23H26N2O4	['Indicators and Reagents', 'Analgesics', 'Adjuvants, Immunologic']	[' ']
297812	C1=CC(=C(C=C1C(CN)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	Norepinephrine	C12H17NO9	['Vasoconstrictor Agents', 'Sympathomimetics', 'Adrenergic alpha-Agonists']	[' ']
3647	C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1	Hydroflumethiazide	C8H8F3N3O4S2	['Diuretics', 'Antihypertensive Agents']	[' ']
120640	CC(CC1=CC=CC=C1)NC(=O)C2=CN=CC=C2	quifenadine	C15H16N2O	['Histamine Antagonists']	[' ']
5487426	C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C.[Br-]	Tiotropium Bromide	C19H22BrNO4S2	['Parasympatholytics', 'Bronchodilator Agents']	[' ']
171500	CN1CCC(C(C1)COC2=CC=C(C=C2)OC)C3=CC=CC=C3.Cl	femoxetine	C20H26ClNO2	['Serotonin Uptake Inhibitors', 'Antidepressive Agents', 'Anti-Infective Agents']	[' ']
5464280	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O.OS(=O)(=O)O	Morphine	C17H21NO7S	['Narcotics', 'Analgesics, Opioid']	[' ']
6604200	C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]	Nitrofurantoin	C8H6N4O5	['Anti-Infective Agents, Urinary']	[' ']
3034814	CC(C)N1C=C2CC3C(CC(CN3C)C(=O)OC(C)C(C)O)C4=C2C1=CC=C4	LY 53857	C23H32N2O3	['Serotonin Antagonists']	[' ']
4108	COC1=CC=CC=C1CNCCCCCCNCCCCCCCCNCCCCCCNCC2=CC=CC=C2OC	methoctramine	C36H62N4O2	['Parasympatholytics']	[' ']
3220	CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O	Emodin	C15H10O5	['Protein Kinase Inhibitors']	[' ']
24884447	C12=C(NC(=O)N1)N=C(N=C2[O-])[O-].O.[K+].[K+]	Uric Acid	C5H4K2N4O4	['Antioxidants']	[' ']
175971	C(C(=NCC(=O)[O-])[O-])N=C(CN=C(C[S-])[O-])[O-].O=[Tc+3]	Technetium Tc 99m Mertiatide	C8H8N3O6STc-2	['Radiopharmaceuticals']	[' ']
9034	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	Methohexital	C14H18N2O3	['Anesthetics, Intravenous']	[' ']
33488	C1=CC(=CC=C1NC2=CC=C(C=C2)[N+](=O)[O-])N=C=S	amoscanate	C13H9N3O2S	['Antinematodal Agents', 'Anthelmintics']	[' ']
3089	CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)S(=O)(=O)N(C)C)N(C)C	fonazine	C19H25N3O2S2	['Histamine H1 Antagonists']	[' ']
104901	CN(C)C1=CC2=C(C=C1)C=C(C=C2)C(=O)C=C	acrylodan	C15H15NO	['Fluorescent Dyes']	[' ']
123992	C1CC(NC(=O)C1)C(=O)NC(CC2=CN=CN2)C(=O)N3CSCC3C(=O)N	pyro(l-alpha-aminoadipyl)-L-histidyl-L-thiazolidine-4-carboxamide	C16H22N6O4S	['Antidepressive Agents']	[' ']
39186	CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC	Diltiazem	C22H26N2O4S	['Vasodilator Agents', 'Calcium Channel Blockers', 'Antihypertensive Agents']	[' ']
23674254	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)[O-].[Na+]	Oxolinic Acid	C13H10NNaO5	['Topoisomerase II Inhibitors', 'Anti-Bacterial Agents', 'Anti-Infective Agents, Urinary']	[' ']
46927988	C1CNCC=C1C2=CNC3=C2NC(=O)C=C3.Cl.Cl	3-(1,2,5,6-tetrahydropyrid-4-yl)pyrrolo(3,2-b)pyrid-5-one	C12H15Cl2N3O	['Serotonin Receptor Agonists']	[' ']
4781	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3	Phenylbutazone	C19H20N2O2	['Anti-Inflammatory Agents, Non-Steroidal']	[' ']
5280436	CCCCCC=CCC=CCC=CCC=CCCCC(=O)C(F)(F)F	arachidonyltrifluoromethane	C21H31F3O	['Enzyme Inhibitors']	[' ']
122259	C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)NC(=O)CI	N-(1-pyrenyl)iodoacetamide	C18H12INO	['Fluorescent Dyes']	[' ']
121891	C1CCC2CN(CC2C1)C(=O)CC(CC3=CC=CC=C3)C(=O)O	mitiglinide	C19H25NO3	['Hypoglycemic Agents']	[' ']
5282414	CC(C1=CC=CC=N1)C2=C(CC3=CC=CC=C32)CCN(C)C.C(=CC(=O)O)C(=O)O	Dimethindene	C24H28N2O4	['Anti-Allergic Agents', 'Histamine H1 Antagonists', 'Antipruritics']	[' ']
7550	C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-]	Pyridostigmine Bromide	C9H13BrN2O2	['Cholinesterase Inhibitors']	[' ']
37464	CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O	Penbutolol	C18H29NO2	['Antihypertensive Agents', 'Adrenergic beta-Antagonists']	[' ']
71346	CS(=O)(=O)O.C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3	binospirone mesylate	C21H30N2O7S	['Serotonin Receptor Agonists', 'Anti-Anxiety Agents', 'Serotonin Antagonists']	[' ']
6051	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N	p-Aminoazobenzene	C12H11N3	['Coloring Agents']	[' ']
5510	CC1=CC(=CC=C1)N(C)C(=S)OC2=CC3=CC=CC=C3C=C2	Tolnaftate	C19H17NOS	['Antifungal Agents']	[' ']
86102	CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O	tebuconazole	C16H22ClN3O	['Fungicides, Industrial']	[' ']
10432616	CCCCCC(CC(=O)NO)C(=O)N1C(CCCN1)C(=O)NC(CC(C)C)C(=O)C	YL 01869P	C21H38N4O5	['Matrix Metalloproteinase Inhibitors']	[' ']
3325	C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N	Famotidine	C8H15N7O2S3	['Histamine H2 Antagonists', 'Anti-Ulcer Agents']	[' ']
122307	C(C1=C(C(=C(C(=C1F)F)F)F)F)ON.Cl	Florox Reagent	C7H5ClF5NO	['Indicators and Reagents']	[' ']
39031	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C	Sulbenicillin	C16H18N2O7S2	['Anti-Bacterial Agents']	[' ']
5311027	CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O	Bimatoprost	C25H37NO4	['Antihypertensive Agents']	[' ']
130606	CC1=CC=C(C=C1)S(=O)(=O)NC2=C3C(=CC(=C2)OC)C=CC=N3	N-(6-methoxy-8-quinolyl)-4-toluenesulfonamide	C17H16N2O3S	['Fluorescent Dyes']	[' ']
196776	CC1=CC=CC=C1N2CCC3=C2C4=C(C(=CC=C4)OC)N=C3C	SK and F 96079	C20H20N2O	['Proton Pump Inhibitors']	[' ']
11077	C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-]	resazurin	C12H7NO4	['Indicators and Reagents']	[' ']
10648	C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl	tetrahydrozoline	C13H17ClN2	['Sympathomimetics']	[' ']
9798860	COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3.Cl	clopidogrel	C16H17Cl2NO2S	['Platelet Aggregation Inhibitors']	[' ']
41679	CN1C(=O)C=CS1.CN1C(=O)C=C(S1)Cl	Kathon 886	C8H9ClN2O2S2	['Mutagens']	[' ']
100299	C1C2C(C(C(O2)N3C4=C(C(=NC=N4)N)N=C3Cl)O)OP(=O)(O1)O	8-chloro-cyclic adenosine monophosphate	C10H11ClN5O6P	['Antineoplastic Agents']	[' ']
8293	COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N	cythioate	C8H12NO5PS2	['Insecticides']	[' ']
33611	CN(CCCN1C2=CC=CC=C2CCC3=CC=CC=C31)CC(=O)C4=CC=C(C=C4)Cl.Cl	Lofepramine	C26H28Cl2N2O	['Antidepressive Agents, Tricyclic']	[' ']
4543	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31	Nortriptyline	C19H21N	['Adrenergic Uptake Inhibitors', 'Antidepressive Agents, Tricyclic']	[' ']
83975	CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C	tetramethrin	C19H25NO4	['Insecticides']	[' ']
65781	CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)S(=O)(=O)O	ecabet	C20H28O5S	['Protease Inhibitors', 'Anti-Ulcer Agents', 'Anti-Infective Agents']	[' ']
64737	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl	Bupivacaine	C18H29ClN2O	['Anesthetics, Local']	[' ']
76972087	CC(=C)C1CCC(=CC1)CO.CC(=C)C1CCC(=CC1)CO	perillyl alcohol	C20H32O2	['Enzyme Inhibitors', 'Antineoplastic Agents']	[' ']
5283066	CCCCC(C)(C)C(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O	16,16-Dimethylprostaglandin E2	C22H36O5	['Anti-Ulcer Agents']	[' ']
1318	C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1	1,10-phenanthroline	C12H8N2	['Protease Inhibitors', 'Cross-Linking Reagents', 'Cholinesterase Inhibitors', 'Chelating Agents']	[' ']
73417238	C1=CC(=CC=C1OCC(CO)O)Cl.C1=CC(=CC=C1OCC(CO)O)Cl	Chlorphenesin	C18H22Cl2O6	['Muscle Relaxants, Central']	[' ']
16219293	C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-].[Na]	Dantrolene	C14H10N4NaO5	['Muscle Relaxants, Central']	[' ']
148189	CC1=C(C2=C(C3(CC3)C(C(=O)C2=C1)(C)O)C)CO	irofulven	C15H18O3	['Antineoplastic Agents, Alkylating', 'Radiation-Sensitizing Agents']	[' ']
5732	CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C	zolpidem	C19H21N3O	['Hypnotics and Sedatives']	[' ']
9843092	C1CN(CCC1C2=CN=CN2)C=NC34CC5CC(C3)CC(C5)C4.Cl.Cl	AQ 0145	C19H30Cl2N4	['Histamine Antagonists']	[' ']
535161	CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C	trilostane	C20H27NO3	['Enzyme Inhibitors', 'Antineoplastic Agents']	[' ']
14720269	CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+]	Rabeprazole	C18H20N3NaO3S	['Proton Pump Inhibitors', 'Anti-Ulcer Agents']	[' ']
253602	CC(=O)OC1C(CNC1CC2=CC=C(C=C2)OC)O	Anisomycin	C14H19NO4	['Protein Synthesis Inhibitors', 'Antiprotozoal Agents', 'Anti-Bacterial Agents']	[' ']
24180972	CC(CCCN(CCCl)CCCl)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl	Quinacrine Mustard	C23H29Cl4N3O	['Fluorescent Dyes']	[' ']
62680	[O-][Se](=O)(=O)[O-].[K+].[K+]	Selenic Acid	K2O4Se	['Antioxidants']	[' ']
9862176	C1=CC(=CN=C1)CC(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+]	Risedronate Sodium	C7H9NNa2O7P2	['Bone Density Conservation Agents', 'Calcium Channel Blockers']	[' ']
441129	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O.O.O.O	meropenem	C17H31N3O8S	['Anti-Bacterial Agents']	[' ']
23663418	CC1=C(N(C(=C1)CC(=O)[O-])C)C(=O)C2=CC=C(C=C2)Cl.O.O.[Na+]	zomepirac	C15H17ClNNaO5	['Anti-Inflammatory Agents, Non-Steroidal']	[' ']
3407	CN(CC1=C(C=CC=C1Cl)NC(=O)C2=CC=CC=C2)CC(=O)N3CCOCC3	fominoben	C21H24ClN3O3	['Antitussive Agents']	[' ']
65499	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2C)CCC3=CC=CC=C3)C(=O)OC	lofentanil	C25H32N2O3	['Analgesics, Opioid']	[' ']
60148446	C1=CC(=CC=C1C(=O)NCCC(=O)O)NN=C2C=CC(=O)C(=C2)C(=O)O.[Na+]	balsalazide	C17H15N3NaO6+	['Gastrointestinal Agents', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
16490	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F	Flumethasone	C22H28F2O5	['Glucocorticoids', 'Anti-Inflammatory Agents']	[' ']
6202	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-]	Thiamine	C12H18Cl2N4OS	['Vitamin B Complex']	[' ']
4932	CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O	Propafenone	C21H27NO3	['Voltage-Gated Sodium Channel Blockers', 'Anti-Arrhythmia Agents']	[' ']
10242182	B1(OC2=C(O1)C=C(C=C2)C(CNC)O)O	epinephryl borate	C9H12BNO4	['Sympathomimetics']	[' ']
54676038	C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O	Dicumarol	C19H12O6	['Enzyme Inhibitors', 'Anticoagulants']	[' ']
107933	C[N+](C)(C)CCSS(=O)(=O)C.[Br-]	(2-(trimethylammonium)ethyl)methanethiosulfonate	C6H16BrNO2S2	['Indicators and Reagents']	[' ']
156320	CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C.Cl	ibopamine	C17H26ClNO4	['Dopamine Agonists', 'Vasodilator Agents', 'Mydriatics', 'Diuretics', 'Cardiotonic Agents']	[' ']
4976	CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13	Protriptyline	C19H21N	['Adrenergic Uptake Inhibitors', 'Antidepressive Agents, Tricyclic']	[' ']
991	CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-]	Parathion	C10H14NO5PS	['Insecticides', 'Cholinesterase Inhibitors']	[' ']
68658	CC(C)(C)NCC(C1=NC(=C(C=C1)O)CO)O.Cl.Cl	pirbuterol	C12H22Cl2N2O3	['Adrenergic beta-2 Receptor Agonists', 'Cardiotonic Agents', 'Bronchodilator Agents']	[' ']
5815	CNCC(C1=CC(=C(C=C1)O)O)O.C(C(C(=O)O)O)(C(=O)O)O	Epinephrine	C13H19NO9	['Vasoconstrictor Agents', 'Sympathomimetics', 'Mydriatics', 'Bronchodilator Agents', 'Adrenergic beta-Agonists', 'Adrenergic alpha-Agonists']	[' ']
53625	C1=CC=C(C=C1)CCC2=CC=C(C=C2)C(CN3C=CN=C3)O.Cl	denzimol	C19H21ClN2O	['Anticonvulsants']	[' ']
26618	CC1=C(C(=CC=C1)C)NC(=O)C2=CC(=C(C=C2O)Cl)S(=O)(=O)N	Xipamide	C15H15ClN2O4S	['Diuretics', 'Antihypertensive Agents']	[' ']
37396	CCCN(CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O)CCCl	Propylbenzilylcholine Mustard	C21H26ClNO3	['Muscarinic Antagonists']	[' ']
9904788	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34CC#C	plomestane	C21H26O2	['Antineoplastic Agents']	[' ']
40958	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl	Cefaclor	C15H14ClN3O4S	['Anti-Bacterial Agents']	[' ']
3825	CC(C1=CC=CC(=C1)C(=O)C2=CC=CC=C2)C(=O)O	Ketoprofen	C16H14O3	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
9933475	CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCCC5	cediranib	C25H27FN4O3	['Protein Kinase Inhibitors', 'Antineoplastic Agents']	[' ']
123700	CCOC(=O)C1=NC=C2C(=C1COC)C3=C(N2)C=CC=C3OCC4=CC=CC=C4	ZK 91296	C23H22N2O4	['Anti-Anxiety Agents', 'Anticonvulsants']	[' ']
137370	CC1=NC(=CC=C1)N.[Cl-].[Cl-].[Pd+2]	6-methyl-2-aminopyridine palladium dichloride	C6H8Cl2N2Pd	['beta-Lactamase Inhibitors']	[' ']
71775015	CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)O)CC(=O)O)CC(=O)O.O.[Gd]	gadodiamide	C16H31GdN5O9	['Contrast Media']	[' ']
5311005	CC1=C(C2=C(C=C1)C(=O)N3C=C(CC3C(N2)O)C=CC(=O)N)O	Anthramycin	C16H17N3O4	['Antibiotics, Antineoplastic']	[' ']
5509	CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O	Tolmetin	C15H15NO3	['Cyclooxygenase Inhibitors', 'Anti-Inflammatory Agents, Non-Steroidal']	[' ']
10101	CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O	ketobemidone	C15H21NO2	['Excitatory Amino Acid Antagonists', 'Analgesics, Opioid']	[' ']
10093628	C1CC2=CC=CC=C2C(=O)C1CNCCC3=CC(=C(C=C3)O)I	2-(beta-(3-iodo-4-hydroxyphenyl)ethylaminomethyl)tetralone	C19H20INO2	['Adrenergic alpha-Antagonists']	[' ']
4814	COC1=C(C=C(C=C1)C(=O)NCC2=CN=CC=C2)C(=O)NCC3=CN=CC=C3	picotamide	C21H20N4O3	['Platelet Aggregation Inhibitors']	[' ']
23669380	C1=CC=C2C(=C1)C=CC(=O)C2=NNC3=CC=C(C=C3)S(=O)(=O)[O-].[Na+]	2-naphthol orange	C16H11N2NaO4S	['Coloring Agents']	[' ']
5775	CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O	Phentolamine	C17H19N3O	['Antihypertensive Agents', 'Adrenergic alpha-Antagonists']	[' ']
27501	CCN(CC)CCN1C(=NOC1=N)C2=CC=CC=C2	imolamine	C14H20N4O	['Vasodilator Agents']	[' ']
5902	CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C	camylofine	C19H32N2O2	['Parasympatholytics']	[' ']
9797929	CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N.O.Cl.Cl	Y 27632	C14H25Cl2N3O2	['Muscle Relaxants, Central', 'Enzyme Inhibitors', 'Antihypertensive Agents']	[' ']
2708	C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl	Chlorambucil	C14H19Cl2NO2	['Antineoplastic Agents, Alkylating']	[' ']
11179459	CCCCCC(CCC1C(CC2C1CC3=C(C2)C(=CC=C3)OCC(=O)O)O)O.C(CO)NCCO	treprostinil	C27H45NO7	['Antihypertensive Agents']	[' ']
16219010	CC(CC1=CC=C(C=C1)OCC(=O)[O-])NCC(C2=CC(=CC=C2)Cl)O.[Na+]	BRL 37344	C19H21ClNNaO4	['Adrenergic beta-Agonists']	[' ']
45266847	C1CC[NH+](CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O.[Cl-]	Biperiden	C21H30ClNO	['Muscarinic Antagonists', 'Parasympatholytics', 'Antiparkinson Agents']	[' ']
122015	CN(C1CCCCC1N2CCCC2)C(=O)C3=CC(=C(C=C3)Cl)Cl	U 54494A	C18H24Cl2N2O	['Anticonvulsants']	[' ']
65770	CCCCN1CCCC1C(=O)NC2=C(C=C(C=C2C)C)C	bumecain	C18H28N2O	['Anti-Arrhythmia Agents', 'Anesthetics, Local']	[' ']
121841	C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)O)CC(=O)O)CC(=O)O	1,4,7,10-tetraazacyclododecane- 1,4,7,10-tetraacetic acid	C16H28N4O8	['Chelating Agents']	[' ']
20280	CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-]	cocamidopropyl betaine	C19H38N2O3	['Surface-Active Agents']	[' ']
70681	CCCC[N+](CCCC)(CCCC)CCCC.[Cl-]	tetrabutylammonium	C16H36ClN	['Detergents']	[' ']
470999	C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N	Dibekacin	C18H37N5O8	['Anti-Bacterial Agents']	[' ']
22027053	C1=CC=C(C=C1)C2=CC=CC=C2O.[Na+]	2-phenylphenol	C12H10NaO+	['Fungicides, Industrial', 'Disinfectants', 'Carcinogens', 'Anti-Infective Agents']	[' ']
3493	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C	Glycodeoxycholic Acid	C26H43NO5	['Detergents']	[' ']
65856	CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3	reboxetine	C19H23NO3	['Adrenergic Uptake Inhibitors', 'Antidepressive Agents']	[' ']
5311221	CC(C)OC(=O)CCCC=CCC1C(CC(C1CCC(CCC2=CC=CC=C2)O)O)O	latanoprost	C26H40O5	['Antihypertensive Agents']	[' ']
45108252	[H+].CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2.[Cl-]	Atomoxetine Hydrochloride	C17H22ClNO	['Adrenergic Uptake Inhibitors']	[' ']
3872	C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O	Lactulose	C12H22O11	['Gastrointestinal Agents']	[' ']
23724965	CCCCCC1CC(NC1)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl	mirincamycin	C19H35ClN2O5S	['Antimalarials', 'Anti-Bacterial Agents']	[' ']
5486684	CN(C)CCONC(=CC=C1C=CC(=O)C=C1)C2=CC=CC=C2F	SR 46349B	C19H21FN2O2	['Serotonin Antagonists', 'Platelet Aggregation Inhibitors', 'Fibrinolytic Agents']	[' ']
5282192	C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)C=CBr	sorivudine	C11H13BrN2O6	['Antiviral Agents']	[' ']
